date,product_id,product_name,category,units_demanded,units_sold,lost_sales,inventory_level,unit_price,revenue,holding_cost,reorder_placed,stockout_flag,reorder_point,lead_time_days
2022-02-01,P1001,Electronics Product 1,Electronics,3,3,0,298,1412,4236,126.23,False,0,53,10
2022-02-02,P1001,Electronics Product 1,Electronics,2,2,0,296,1412,2824,125.39,False,0,53,10
2022-02-03,P1001,Electronics Product 1,Electronics,2,2,0,294,1412,2824,124.54,False,0,53,10
2022-02-04,P1001,Electronics Product 1,Electronics,3,3,0,291,1412,4236,123.27,False,0,53,10
2022-02-05,P1001,Electronics Product 1,Electronics,2,2,0,289,1412,2824,122.42,False,0,53,10
2022-02-06,P1001,Electronics Product 1,Electronics,3,3,0,286,1412,4236,121.15,False,0,53,10
2022-02-07,P1001,Electronics Product 1,Electronics,2,2,0,284,1412,2824,120.3,False,0,53,10
2022-02-08,P1001,Electronics Product 1,Electronics,2,2,0,282,1412,2824,119.46,False,0,53,10
2022-02-09,P1001,Electronics Product 1,Electronics,2,2,0,280,1412,2824,118.61,False,0,53,10
2022-02-10,P1001,Electronics Product 1,Electronics,3,3,0,277,1412,4236,117.34,False,0,53,10
2022-02-11,P1001,Electronics Product 1,Electronics,2,2,0,275,1412,2824,116.49,False,0,53,10
2022-02-12,P1001,Electronics Product 1,Electronics,3,3,0,272,1412,4236,115.22,False,0,53,10
2022-02-13,P1001,Electronics Product 1,Electronics,3,3,0,269,1412,4236,113.95,False,0,53,10
2022-02-14,P1001,Electronics Product 1,Electronics,2,2,0,267,1412,2824,113.1,False,0,53,10
2022-02-15,P1001,Electronics Product 1,Electronics,2,2,0,265,1412,2824,112.25,False,0,53,10
2022-02-16,P1001,Electronics Product 1,Electronics,2,2,0,263,1412,2824,111.41,False,0,53,10
2022-02-17,P1001,Electronics Product 1,Electronics,3,3,0,260,1412,4236,110.14,False,0,53,10
2022-02-18,P1001,Electronics Product 1,Electronics,3,3,0,257,1412,4236,108.87,False,0,53,10
2022-02-19,P1001,Electronics Product 1,Electronics,2,2,0,255,1412,2824,108.02,False,0,53,10
2022-02-20,P1001,Electronics Product 1,Electronics,3,3,0,252,1412,4236,106.75,False,0,53,10
2022-02-21,P1001,Electronics Product 1,Electronics,2,2,0,250,1412,2824,105.9,False,0,53,10
2022-02-22,P1001,Electronics Product 1,Electronics,2,2,0,248,1412,2824,105.05,False,0,53,10
2022-02-23,P1001,Electronics Product 1,Electronics,3,3,0,245,1412,4236,103.78,False,0,53,10
2022-02-24,P1001,Electronics Product 1,Electronics,3,3,0,242,1412,4236,102.51,False,0,53,10
2022-02-25,P1001,Electronics Product 1,Electronics,3,3,0,239,1412,4236,101.24,False,0,53,10
2022-02-26,P1001,Electronics Product 1,Electronics,3,3,0,236,1412,4236,99.97,False,0,53,10
2022-02-27,P1001,Electronics Product 1,Electronics,3,3,0,233,1412,4236,98.7,False,0,53,10
2022-02-28,P1001,Electronics Product 1,Electronics,3,3,0,230,1412,4236,97.43,False,0,53,10
2022-03-01,P1001,Electronics Product 1,Electronics,4,4,0,226,1412,5648,95.73,False,0,53,10
2022-03-02,P1001,Electronics Product 1,Electronics,3,3,0,223,1412,4236,94.46,False,0,53,10
2022-03-03,P1001,Electronics Product 1,Electronics,4,4,0,219,1412,5648,92.77,False,0,53,10
2022-03-04,P1001,Electronics Product 1,Electronics,3,3,0,216,1412,4236,91.5,False,0,53,10
2022-03-05,P1001,Electronics Product 1,Electronics,4,4,0,212,1412,5648,89.8,False,0,53,10
2022-03-06,P1001,Electronics Product 1,Electronics,5,5,0,207,1412,7060,87.69,False,0,53,10
2022-03-07,P1001,Electronics Product 1,Electronics,4,4,0,203,1412,5648,85.99,False,0,53,10
2022-03-08,P1001,Electronics Product 1,Electronics,4,4,0,199,1412,5648,84.3,False,0,53,10
2022-03-09,P1001,Electronics Product 1,Electronics,4,4,0,195,1412,5648,82.6,False,0,53,10
2022-03-10,P1001,Electronics Product 1,Electronics,4,4,0,191,1412,5648,80.91,False,0,53,10
2022-03-11,P1001,Electronics Product 1,Electronics,3,3,0,188,1412,4236,79.64,False,0,53,10
2022-03-12,P1001,Electronics Product 1,Electronics,5,5,0,183,1412,7060,77.52,False,0,53,10
2022-03-13,P1001,Electronics Product 1,Electronics,6,6,0,177,1412,8472,74.98,False,0,53,10
2022-03-14,P1001,Electronics Product 1,Electronics,4,4,0,173,1412,5648,73.28,False,0,53,10
2022-03-15,P1001,Electronics Product 1,Electronics,5,5,0,168,1412,7060,71.16,False,0,53,10
2022-03-16,P1001,Electronics Product 1,Electronics,2,2,0,166,1412,2824,70.32,False,0,53,10
2022-03-17,P1001,Electronics Product 1,Electronics,4,4,0,162,1412,5648,68.62,False,0,53,10
2022-03-18,P1001,Electronics Product 1,Electronics,4,4,0,158,1412,5648,66.93,False,0,53,10
2022-03-19,P1001,Electronics Product 1,Electronics,4,4,0,154,1412,5648,65.23,False,0,53,10
2022-03-20,P1001,Electronics Product 1,Electronics,5,5,0,149,1412,7060,63.12,False,0,53,10
2022-03-21,P1001,Electronics Product 1,Electronics,2,2,0,147,1412,2824,62.27,False,0,53,10
2022-03-22,P1001,Electronics Product 1,Electronics,4,4,0,143,1412,5648,60.57,False,0,53,10
2022-03-23,P1001,Electronics Product 1,Electronics,4,4,0,139,1412,5648,58.88,False,0,53,10
2022-03-24,P1001,Electronics Product 1,Electronics,5,5,0,134,1412,7060,56.76,False,0,53,10
2022-03-25,P1001,Electronics Product 1,Electronics,3,3,0,131,1412,4236,55.49,False,0,53,10
2022-03-26,P1001,Electronics Product 1,Electronics,4,4,0,127,1412,5648,53.8,False,0,53,10
2022-03-27,P1001,Electronics Product 1,Electronics,4,4,0,123,1412,5648,52.1,False,0,53,10
2022-03-28,P1001,Electronics Product 1,Electronics,4,4,0,119,1412,5648,50.41,False,0,53,10
2022-03-29,P1001,Electronics Product 1,Electronics,4,4,0,115,1412,5648,48.71,False,0,53,10
2022-03-30,P1001,Electronics Product 1,Electronics,3,3,0,112,1412,4236,47.44,False,0,53,10
2022-03-31,P1001,Electronics Product 1,Electronics,4,4,0,108,1412,5648,45.75,False,0,53,10
2022-04-01,P1001,Electronics Product 1,Electronics,4,4,0,104,1412,5648,44.05,False,0,53,10
2022-04-02,P1001,Electronics Product 1,Electronics,5,5,0,99,1412,7060,41.94,False,0,53,10
2022-04-03,P1001,Electronics Product 1,Electronics,4,4,0,95,1412,5648,40.24,False,0,53,10
2022-04-04,P1001,Electronics Product 1,Electronics,3,3,0,92,1412,4236,38.97,False,0,53,10
2022-04-05,P1001,Electronics Product 1,Electronics,3,3,0,89,1412,4236,37.7,False,0,53,10
2022-04-06,P1001,Electronics Product 1,Electronics,3,3,0,86,1412,4236,36.43,False,0,53,10
2022-04-07,P1001,Electronics Product 1,Electronics,4,4,0,82,1412,5648,34.74,False,0,53,10
2022-04-08,P1001,Electronics Product 1,Electronics,4,4,0,78,1412,5648,33.04,False,0,53,10
2022-04-09,P1001,Electronics Product 1,Electronics,5,5,0,73,1412,7060,30.92,False,0,53,10
2022-04-10,P1001,Electronics Product 1,Electronics,4,4,0,69,1412,5648,29.23,False,0,53,10
2022-04-11,P1001,Electronics Product 1,Electronics,3,3,0,66,1412,4236,27.96,False,0,53,10
2022-04-12,P1001,Electronics Product 1,Electronics,3,3,0,63,1412,4236,26.69,False,0,53,10
2022-04-13,P1001,Electronics Product 1,Electronics,4,4,0,59,1412,5648,24.99,False,0,53,10
2022-04-14,P1001,Electronics Product 1,Electronics,3,3,0,56,1412,4236,23.72,False,0,53,10
2022-04-15,P1001,Electronics Product 1,Electronics,4,4,0,392,1412,5648,166.05,True,0,53,10
2022-04-16,P1001,Electronics Product 1,Electronics,5,5,0,387,1412,7060,163.93,False,0,53,10
2022-04-17,P1001,Electronics Product 1,Electronics,6,6,0,381,1412,8472,161.39,False,0,53,10
2022-04-18,P1001,Electronics Product 1,Electronics,4,4,0,377,1412,5648,159.7,False,0,53,10
2022-04-19,P1001,Electronics Product 1,Electronics,4,4,0,373,1412,5648,158.0,False,0,53,10
2022-04-20,P1001,Electronics Product 1,Electronics,4,4,0,369,1412,5648,156.31,False,0,53,10
2022-04-21,P1001,Electronics Product 1,Electronics,3,3,0,366,1412,4236,155.04,False,0,53,10
2022-04-22,P1001,Electronics Product 1,Electronics,4,4,0,362,1412,5648,153.34,False,0,53,10
2022-04-23,P1001,Electronics Product 1,Electronics,5,5,0,357,1412,7060,151.23,False,0,53,10
2022-04-24,P1001,Electronics Product 1,Electronics,6,6,0,351,1412,8472,148.68,False,0,53,10
2022-04-25,P1001,Electronics Product 1,Electronics,4,4,0,347,1412,5648,146.99,False,0,53,10
2022-04-26,P1001,Electronics Product 1,Electronics,4,4,0,343,1412,5648,145.29,False,0,53,10
2022-04-27,P1001,Electronics Product 1,Electronics,4,4,0,339,1412,5648,143.6,False,0,53,10
2022-04-28,P1001,Electronics Product 1,Electronics,3,3,0,336,1412,4236,142.33,False,0,53,10
2022-04-29,P1001,Electronics Product 1,Electronics,4,4,0,332,1412,5648,140.64,False,0,53,10
2022-04-30,P1001,Electronics Product 1,Electronics,5,5,0,327,1412,7060,138.52,False,0,53,10
2022-05-01,P1001,Electronics Product 1,Electronics,5,5,0,322,1412,7060,136.4,False,0,53,10
2022-05-02,P1001,Electronics Product 1,Electronics,3,3,0,319,1412,4236,135.13,False,0,53,10
2022-05-03,P1001,Electronics Product 1,Electronics,5,5,0,314,1412,7060,133.01,False,0,53,10
2022-05-04,P1001,Electronics Product 1,Electronics,3,3,0,311,1412,4236,131.74,False,0,53,10
2022-05-05,P1001,Electronics Product 1,Electronics,4,4,0,307,1412,5648,130.05,False,0,53,10
2022-05-06,P1001,Electronics Product 1,Electronics,5,5,0,302,1412,7060,127.93,False,0,53,10
2022-05-07,P1001,Electronics Product 1,Electronics,4,4,0,298,1412,5648,126.23,False,0,53,10
2022-05-08,P1001,Electronics Product 1,Electronics,4,4,0,294,1412,5648,124.54,False,0,53,10
2022-05-09,P1001,Electronics Product 1,Electronics,4,4,0,290,1412,5648,122.84,False,0,53,10
2022-05-10,P1001,Electronics Product 1,Electronics,3,3,0,287,1412,4236,121.57,False,0,53,10
2022-05-11,P1001,Electronics Product 1,Electronics,3,3,0,284,1412,4236,120.3,False,0,53,10
2022-05-12,P1001,Electronics Product 1,Electronics,4,4,0,280,1412,5648,118.61,False,0,53,10
2022-05-13,P1001,Electronics Product 1,Electronics,3,3,0,277,1412,4236,117.34,False,0,53,10
2022-05-14,P1001,Electronics Product 1,Electronics,5,5,0,272,1412,7060,115.22,False,0,53,10
2022-05-15,P1001,Electronics Product 1,Electronics,4,4,0,268,1412,5648,113.52,False,0,53,10
2022-05-16,P1001,Electronics Product 1,Electronics,5,5,0,263,1412,7060,111.41,False,0,53,10
2022-05-17,P1001,Electronics Product 1,Electronics,3,3,0,260,1412,4236,110.14,False,0,53,10
2022-05-18,P1001,Electronics Product 1,Electronics,4,4,0,256,1412,5648,108.44,False,0,53,10
2022-05-19,P1001,Electronics Product 1,Electronics,4,4,0,252,1412,5648,106.75,False,0,53,10
2022-05-20,P1001,Electronics Product 1,Electronics,3,3,0,249,1412,4236,105.48,False,0,53,10
2022-05-21,P1001,Electronics Product 1,Electronics,5,5,0,244,1412,7060,103.36,False,0,53,10
2022-05-22,P1001,Electronics Product 1,Electronics,6,6,0,238,1412,8472,100.82,False,0,53,10
2022-05-23,P1001,Electronics Product 1,Electronics,3,3,0,235,1412,4236,99.55,False,0,53,10
2022-05-24,P1001,Electronics Product 1,Electronics,4,4,0,231,1412,5648,97.85,False,0,53,10
2022-05-25,P1001,Electronics Product 1,Electronics,4,4,0,227,1412,5648,96.16,False,0,53,10
2022-05-26,P1001,Electronics Product 1,Electronics,4,4,0,223,1412,5648,94.46,False,0,53,10
2022-05-27,P1001,Electronics Product 1,Electronics,3,3,0,220,1412,4236,93.19,False,0,53,10
2022-05-28,P1001,Electronics Product 1,Electronics,4,4,0,216,1412,5648,91.5,False,0,53,10
2022-05-29,P1001,Electronics Product 1,Electronics,5,5,0,211,1412,7060,89.38,False,0,53,10
2022-05-30,P1001,Electronics Product 1,Electronics,4,4,0,207,1412,5648,87.69,False,0,53,10
2022-05-31,P1001,Electronics Product 1,Electronics,4,4,0,203,1412,5648,85.99,False,0,53,10
2022-06-01,P1001,Electronics Product 1,Electronics,4,4,0,199,1412,5648,84.3,False,0,53,10
2022-06-02,P1001,Electronics Product 1,Electronics,3,3,0,196,1412,4236,83.03,False,0,53,10
2022-06-03,P1001,Electronics Product 1,Electronics,4,4,0,192,1412,5648,81.33,False,0,53,10
2022-06-04,P1001,Electronics Product 1,Electronics,5,5,0,187,1412,7060,79.21,False,0,53,10
2022-06-05,P1001,Electronics Product 1,Electronics,4,4,0,183,1412,5648,77.52,False,0,53,10
2022-06-06,P1001,Electronics Product 1,Electronics,5,5,0,178,1412,7060,75.4,False,0,53,10
2022-06-07,P1001,Electronics Product 1,Electronics,4,4,0,174,1412,5648,73.71,False,0,53,10
2022-06-08,P1001,Electronics Product 1,Electronics,3,3,0,171,1412,4236,72.44,False,0,53,10
2022-06-09,P1001,Electronics Product 1,Electronics,4,4,0,167,1412,5648,70.74,False,0,53,10
2022-06-10,P1001,Electronics Product 1,Electronics,3,3,0,164,1412,4236,69.47,False,0,53,10
2022-06-11,P1001,Electronics Product 1,Electronics,5,5,0,159,1412,7060,67.35,False,0,53,10
2022-06-12,P1001,Electronics Product 1,Electronics,6,6,0,153,1412,8472,64.81,False,0,53,10
2022-06-13,P1001,Electronics Product 1,Electronics,3,3,0,150,1412,4236,63.54,False,0,53,10
2022-06-14,P1001,Electronics Product 1,Electronics,4,4,0,146,1412,5648,61.85,False,0,53,10
2022-06-15,P1001,Electronics Product 1,Electronics,4,4,0,142,1412,5648,60.15,False,0,53,10
2022-06-16,P1001,Electronics Product 1,Electronics,4,4,0,138,1412,5648,58.46,False,0,53,10
2022-06-17,P1001,Electronics Product 1,Electronics,5,5,0,133,1412,7060,56.34,False,0,53,10
2022-06-18,P1001,Electronics Product 1,Electronics,5,5,0,128,1412,7060,54.22,False,0,53,10
2022-06-19,P1001,Electronics Product 1,Electronics,4,4,0,124,1412,5648,52.53,False,0,53,10
2022-06-20,P1001,Electronics Product 1,Electronics,3,3,0,121,1412,4236,51.26,False,0,53,10
2022-06-21,P1001,Electronics Product 1,Electronics,3,3,0,118,1412,4236,49.98,False,0,53,10
2022-06-22,P1001,Electronics Product 1,Electronics,4,4,0,114,1412,5648,48.29,False,0,53,10
2022-06-23,P1001,Electronics Product 1,Electronics,4,4,0,110,1412,5648,46.6,False,0,53,10
2022-06-24,P1001,Electronics Product 1,Electronics,4,4,0,106,1412,5648,44.9,False,0,53,10
2022-06-25,P1001,Electronics Product 1,Electronics,5,5,0,101,1412,7060,42.78,False,0,53,10
2022-06-26,P1001,Electronics Product 1,Electronics,5,5,0,96,1412,7060,40.67,False,0,53,10
2022-06-27,P1001,Electronics Product 1,Electronics,5,5,0,91,1412,7060,38.55,False,0,53,10
2022-06-28,P1001,Electronics Product 1,Electronics,4,4,0,87,1412,5648,36.85,False,0,53,10
2022-06-29,P1001,Electronics Product 1,Electronics,6,6,0,81,1412,8472,34.31,False,0,53,10
2022-06-30,P1001,Electronics Product 1,Electronics,4,4,0,77,1412,5648,32.62,False,0,53,10
2022-07-01,P1001,Electronics Product 1,Electronics,3,3,0,74,1412,4236,31.35,False,0,53,10
2022-07-02,P1001,Electronics Product 1,Electronics,4,4,0,70,1412,5648,29.65,False,0,53,10
2022-07-03,P1001,Electronics Product 1,Electronics,5,5,0,65,1412,7060,27.53,False,0,53,10
2022-07-04,P1001,Electronics Product 1,Electronics,4,4,0,61,1412,5648,25.84,False,0,53,10
2022-07-05,P1001,Electronics Product 1,Electronics,4,4,0,57,1412,5648,24.15,False,0,53,10
2022-07-06,P1001,Electronics Product 1,Electronics,4,4,0,393,1412,5648,166.47,True,0,53,10
2022-07-07,P1001,Electronics Product 1,Electronics,4,4,0,389,1412,5648,164.78,False,0,53,10
2022-07-08,P1001,Electronics Product 1,Electronics,3,3,0,386,1412,4236,163.51,False,0,53,10
2022-07-09,P1001,Electronics Product 1,Electronics,4,4,0,382,1412,5648,161.82,False,0,53,10
2022-07-10,P1001,Electronics Product 1,Electronics,4,4,0,378,1412,5648,160.12,False,0,53,10
2022-07-11,P1001,Electronics Product 1,Electronics,4,4,0,374,1412,5648,158.43,False,0,53,10
2022-07-12,P1001,Electronics Product 1,Electronics,4,4,0,370,1412,5648,156.73,False,0,53,10
2022-07-13,P1001,Electronics Product 1,Electronics,3,3,0,367,1412,4236,155.46,False,0,53,10
2022-07-14,P1001,Electronics Product 1,Electronics,4,4,0,363,1412,5648,153.77,False,0,53,10
2022-07-15,P1001,Electronics Product 1,Electronics,4,4,0,359,1412,5648,152.07,False,0,53,10
2022-07-16,P1001,Electronics Product 1,Electronics,4,4,0,355,1412,5648,150.38,False,0,53,10
2022-07-17,P1001,Electronics Product 1,Electronics,5,5,0,350,1412,7060,148.26,False,0,53,10
2022-07-18,P1001,Electronics Product 1,Electronics,4,4,0,346,1412,5648,146.57,False,0,53,10
2022-07-19,P1001,Electronics Product 1,Electronics,3,3,0,343,1412,4236,145.29,False,0,53,10
2022-07-20,P1001,Electronics Product 1,Electronics,4,4,0,339,1412,5648,143.6,False,0,53,10
2022-07-21,P1001,Electronics Product 1,Electronics,4,4,0,335,1412,5648,141.91,False,0,53,10
2022-07-22,P1001,Electronics Product 1,Electronics,5,5,0,330,1412,7060,139.79,False,0,53,10
2022-07-23,P1001,Electronics Product 1,Electronics,6,6,0,324,1412,8472,137.25,False,0,53,10
2022-07-24,P1001,Electronics Product 1,Electronics,4,4,0,320,1412,5648,135.55,False,0,53,10
2022-07-25,P1001,Electronics Product 1,Electronics,3,3,0,317,1412,4236,134.28,False,0,53,10
2022-07-26,P1001,Electronics Product 1,Electronics,4,4,0,313,1412,5648,132.59,False,0,53,10
2022-07-27,P1001,Electronics Product 1,Electronics,4,4,0,309,1412,5648,130.89,False,0,53,10
2022-07-28,P1001,Electronics Product 1,Electronics,4,4,0,305,1412,5648,129.2,False,0,53,10
2022-07-29,P1001,Electronics Product 1,Electronics,7,7,0,298,1412,9884,126.23,False,0,53,10
2022-07-30,P1001,Electronics Product 1,Electronics,5,5,0,293,1412,7060,124.11,False,0,53,10
2022-07-31,P1001,Electronics Product 1,Electronics,6,6,0,287,1412,8472,121.57,False,0,53,10
2022-08-01,P1001,Electronics Product 1,Electronics,5,5,0,282,1412,7060,119.46,False,0,53,10
2022-08-02,P1001,Electronics Product 1,Electronics,4,4,0,278,1412,5648,117.76,False,0,53,10
2022-08-03,P1001,Electronics Product 1,Electronics,4,4,0,274,1412,5648,116.07,False,0,53,10
2022-08-04,P1001,Electronics Product 1,Electronics,4,4,0,270,1412,5648,114.37,False,0,53,10
2022-08-05,P1001,Electronics Product 1,Electronics,3,3,0,267,1412,4236,113.1,False,0,53,10
2022-08-06,P1001,Electronics Product 1,Electronics,5,5,0,262,1412,7060,110.98,False,0,53,10
2022-08-07,P1001,Electronics Product 1,Electronics,4,4,0,258,1412,5648,109.29,False,0,53,10
2022-08-08,P1001,Electronics Product 1,Electronics,4,4,0,254,1412,5648,107.59,False,0,53,10
2022-08-09,P1001,Electronics Product 1,Electronics,6,6,0,248,1412,8472,105.05,False,0,53,10
2022-08-10,P1001,Electronics Product 1,Electronics,3,3,0,245,1412,4236,103.78,False,0,53,10
2022-08-11,P1001,Electronics Product 1,Electronics,4,4,0,241,1412,5648,102.09,False,0,53,10
2022-08-12,P1001,Electronics Product 1,Electronics,3,3,0,238,1412,4236,100.82,False,0,53,10
2022-08-13,P1001,Electronics Product 1,Electronics,5,5,0,233,1412,7060,98.7,False,0,53,10
2022-08-14,P1001,Electronics Product 1,Electronics,6,6,0,227,1412,8472,96.16,False,0,53,10
2022-08-15,P1001,Electronics Product 1,Electronics,4,4,0,223,1412,5648,94.46,False,0,53,10
2022-08-16,P1001,Electronics Product 1,Electronics,3,3,0,220,1412,4236,93.19,False,0,53,10
2022-08-17,P1001,Electronics Product 1,Electronics,4,4,0,216,1412,5648,91.5,False,0,53,10
2022-08-18,P1001,Electronics Product 1,Electronics,4,4,0,212,1412,5648,89.8,False,0,53,10
2022-08-19,P1001,Electronics Product 1,Electronics,4,4,0,208,1412,5648,88.11,False,0,53,10
2022-08-20,P1001,Electronics Product 1,Electronics,5,5,0,203,1412,7060,85.99,False,0,53,10
2022-08-21,P1001,Electronics Product 1,Electronics,5,5,0,198,1412,7060,83.87,False,0,53,10
2022-08-22,P1001,Electronics Product 1,Electronics,4,4,0,194,1412,5648,82.18,False,0,53,10
2022-08-23,P1001,Electronics Product 1,Electronics,5,5,0,189,1412,7060,80.06,False,0,53,10
2022-08-24,P1001,Electronics Product 1,Electronics,4,4,0,185,1412,5648,78.37,False,0,53,10
2022-08-25,P1001,Electronics Product 1,Electronics,3,3,0,182,1412,4236,77.1,False,0,53,10
2022-08-26,P1001,Electronics Product 1,Electronics,4,4,0,178,1412,5648,75.4,False,0,53,10
2022-08-27,P1001,Electronics Product 1,Electronics,4,4,0,174,1412,5648,73.71,False,0,53,10
2022-08-28,P1001,Electronics Product 1,Electronics,6,6,0,168,1412,8472,71.16,False,0,53,10
2022-08-29,P1001,Electronics Product 1,Electronics,3,3,0,165,1412,4236,69.89,False,0,53,10
2022-08-30,P1001,Electronics Product 1,Electronics,4,4,0,161,1412,5648,68.2,False,0,53,10
2022-08-31,P1001,Electronics Product 1,Electronics,4,4,0,157,1412,5648,66.51,False,0,53,10
2022-09-01,P1001,Electronics Product 1,Electronics,5,5,0,152,1412,7060,64.39,False,0,53,10
2022-09-02,P1001,Electronics Product 1,Electronics,3,3,0,149,1412,4236,63.12,False,0,53,10
2022-09-03,P1001,Electronics Product 1,Electronics,5,5,0,144,1412,7060,61.0,False,0,53,10
2022-09-04,P1001,Electronics Product 1,Electronics,5,5,0,139,1412,7060,58.88,False,0,53,10
2022-09-05,P1001,Electronics Product 1,Electronics,4,4,0,135,1412,5648,57.19,False,0,53,10
2022-09-06,P1001,Electronics Product 1,Electronics,5,5,0,130,1412,7060,55.07,False,0,53,10
2022-09-07,P1001,Electronics Product 1,Electronics,4,4,0,126,1412,5648,53.37,False,0,53,10
2022-09-08,P1001,Electronics Product 1,Electronics,3,3,0,123,1412,4236,52.1,False,0,53,10
2022-09-09,P1001,Electronics Product 1,Electronics,5,5,0,118,1412,7060,49.98,False,0,53,10
2022-09-10,P1001,Electronics Product 1,Electronics,7,7,0,111,1412,9884,47.02,False,0,53,10
2022-09-11,P1001,Electronics Product 1,Electronics,6,6,0,105,1412,8472,44.48,False,0,53,10
2022-09-12,P1001,Electronics Product 1,Electronics,3,3,0,102,1412,4236,43.21,False,0,53,10
2022-09-13,P1001,Electronics Product 1,Electronics,4,4,0,98,1412,5648,41.51,False,0,53,10
2022-09-14,P1001,Electronics Product 1,Electronics,5,5,0,93,1412,7060,39.39,False,0,53,10
2022-09-15,P1001,Electronics Product 1,Electronics,4,4,0,89,1412,5648,37.7,False,0,53,10
2022-09-16,P1001,Electronics Product 1,Electronics,4,4,0,85,1412,5648,36.01,False,0,53,10
2022-09-17,P1001,Electronics Product 1,Electronics,6,6,0,79,1412,8472,33.46,False,0,53,10
2022-09-18,P1001,Electronics Product 1,Electronics,4,4,0,75,1412,5648,31.77,False,0,53,10
2022-09-19,P1001,Electronics Product 1,Electronics,4,4,0,71,1412,5648,30.08,False,0,53,10
2022-09-20,P1001,Electronics Product 1,Electronics,2,2,0,69,1412,2824,29.23,False,0,53,10
2022-09-21,P1001,Electronics Product 1,Electronics,3,3,0,66,1412,4236,27.96,False,0,53,10
2022-09-22,P1001,Electronics Product 1,Electronics,4,4,0,62,1412,5648,26.26,False,0,53,10
2022-09-23,P1001,Electronics Product 1,Electronics,3,3,0,59,1412,4236,24.99,False,0,53,10
2022-09-24,P1001,Electronics Product 1,Electronics,6,6,0,393,1412,8472,166.47,True,0,53,10
2022-09-25,P1001,Electronics Product 1,Electronics,4,4,0,389,1412,5648,164.78,False,0,53,10
2022-09-26,P1001,Electronics Product 1,Electronics,4,4,0,385,1412,5648,163.09,False,0,53,10
2022-09-27,P1001,Electronics Product 1,Electronics,4,4,0,381,1412,5648,161.39,False,0,53,10
2022-09-28,P1001,Electronics Product 1,Electronics,5,5,0,376,1412,7060,159.27,False,0,53,10
